filename,excel_rows,category_codes,result,doc_id,kb_id,stage_id,stage_created,deleted_tag_count,inserted_tag_count,message
100%废纸浆生产瓦楞原纸_1.pdf,38,"papermaking,pulping",success,cc7358de479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,7a54de6cb51a4ff09bd3658c321962b0,yes,0,8,新建历史补录StagedFile
100%废纸浆生产瓦楞原纸.pdf,39,"papermaking,pulping",success,cc6abfee479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,3f95bec9c0ad463f9d6a9fe7ca90de8f,yes,0,8,新建历史补录StagedFile
100%混合办公废纸脱墨浆生产高档文化用纸.pdf,40,"papermaking,pulping",success,cc7aad5a479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,0dc592f0a3504c8daa665b611ec50d4e,yes,0,8,新建历史补录StagedFile
103造纸施胶剂的试用报告.pdf,41,modulation,success,ff1a9986447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,6962dd71d965487b9576cd09cada65e5,yes,0,7,新建历史补录StagedFile
10万t_a低能耗高强度竹材化机浆生产实践.pdf,42,"energy_carbon,pulping",success,cc558ee4479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,3da50ebc5aec442c9ce7525cc7211448,yes,0,8,新建历史补录StagedFile
12种重要工业用制浆软材中的多糖含量和组成.pdf,43,pulping,success,b70bb11c42e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,f617a984b1424051aa98a302385cd7ba,yes,0,7,新建历史补录StagedFile
150t_d麦草制浆线连蒸系统的优化及故障处理.pdf,44,"equipment_maintenance,pulping",success,ff24aa20447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,d56db770bc504380972fd148b9256fd1,yes,0,8,新建历史补录StagedFile
15万t_a商品硫酸盐浆板厂浆碱平衡控制.pdf,45,pulping,success,cc60d2ae479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,53149191b8ef4f2e80e72b7f8c06dd37,yes,0,7,新建历史补录StagedFile
160g_m_sup_2__sup_吸水原纸生产工艺.pdf,46,papermaking,success,6e146032489611f18a1510ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,669249be8bb6406bbe8ecd5d2fb49297,yes,0,7,新建历史补录StagedFile
160t_d风干苇浆洗筛工段方案设计.pdf,47,pulping,success,cc8037e8479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,cee582220f7740c197eb1e39ab4dc63c,yes,0,7,新建历史补录StagedFile
1760型长网多缸纸机压榨辊断轴原因分析及防范措施.pdf,48,equipment_maintenance,success,c5fd225e46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,7b1ba7da67bf413995f2dbcb9df3c5e8,yes,0,7,新建历史补录StagedFile
1760纸机的挖潜改造.pdf,49,equipment_maintenance,success,c607da6e46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,30ebe31237444cefb10ddeb7364c9459,yes,0,7,新建历史补录StagedFile
2002年广东省造纸工业废纸回用技术研讨会在广州市花都区召开.pdf,50,pulping,success,ccb31302479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,28b971c6a5ee41b4abb4221a8b8646b4,yes,0,7,新建历史补录StagedFile
2003年国际造纸技术报告会在京召开.pdf,51,general_mgmt,success,b72ad19642e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,8697e397d3f3409ebcd1046f19ad0ac8,yes,0,7,新建历史补录StagedFile
2006(第十三届)全国造纸化学品开发应用技术研讨会11月4～6日将在上海市召开.pdf,52,modulation,success,ff369ef6447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,1bfe60d9144f485c9ba48e2b4785edaf,yes,0,7,新建历史补录StagedFile
2014(第24届)全国造纸化学品开发与造纸新技术应用研讨会在杭州召开.pdf,53,"modulation,papermaking",success,6e20d470489611f18a1510ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,64c6533cd6aa408a9e4150e31b4e18d5,yes,0,8,新建历史补录StagedFile
2014国际纸浆漂白会议(IPBC)将于2014年10月在法国召开.pdf,54,pulping,success,ccb74f1c479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,c67d240c337441e6811d99953b2bbbc4,yes,0,7,新建历史补录StagedFile
2014年国际纸浆漂白会议(IPBC)将于2014年10月在法国召开.pdf,55,pulping,success,ccc06836479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,26d290ee93594742bf5da2ceed3a9dfe,yes,0,7,新建历史补录StagedFile
2018(第十二届)中国造纸化学品开发应用国际技术交流会在杭州举行.pdf,56,modulation,success,ff3d3f54447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,a60f48bba7b34214950ad3a2318dfc32,yes,0,7,新建历史补录StagedFile
20种树种木材化学组成分析.pdf,57,pulping,success,b7128a1e42e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,24c042087b2b446dbd6e1e299cfcd0ab,yes,0,7,新建历史补录StagedFile
220号无灰型造纸机循环润滑系统润滑油的研制.pdf,58,equipment_maintenance,success,c5da6c3c46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,83f70b417e3c42fe82227113f28a06b3,yes,0,7,新建历史补录StagedFile
2550_350卷烟纸机的设计开发.pdf,59,equipment_maintenance,success,751f11cc492411f19c1c10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,8bf25c746d794da9bfed2acb1a3fec30,yes,0,7,新建历史补录StagedFile
2640纸机的改进.pdf,60,equipment_maintenance,success,c615024846f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,20822c321a014d70b89b50a88e2e1755,yes,0,7,新建历史补录StagedFile
2640纸机真空系统节能降耗改进设计.pdf,61,"energy_carbon,equipment_maintenance",success,c628222446f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,68d288bd27e044d88575b9a79bbb22c7,yes,0,8,新建历史补录StagedFile
2730_300长网大缸水松原纸纸机的设计开发.pdf,62,"equipment_maintenance,papermaking",success,c6384e9246f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,6695ac39e8be40209a1d66ce281f5b81,yes,0,8,新建历史补录StagedFile
280t_d苇浆O_OHMP清洁漂白工艺及设备的生产实践.pdf,63,"equipment_maintenance,pulping",success,cc887e26479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,636007859361482aa925ffbe836359e5,yes,0,8,新建历史补录StagedFile
3000_400美纹纸机简介.pdf,64,equipment_maintenance,success,c6444bca46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,f2894cf24730428bb15c1309c79c1b0d,yes,0,7,新建历史补录StagedFile
300t_d漂白竹浆连续蒸煮装备研发及自控系统.pdf,65,"equipment_maintenance,pulping",success,c5e42db246f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,5a3f9ef5e7bf4b9ebb731a866150ebf6,yes,0,8,新建历史补录StagedFile
300t_d脱墨浆生产线.pdf,66,pulping,success,cc92b544479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,33cf3bf537654ec3a269327db0d2870e,yes,0,7,新建历史补录StagedFile
350吨_日高强瓦楞原纸废纸制浆生产线.pdf,67,pulping,success,cc9d1f02479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,f657ef6bb48f403ea55b4bc449a3f6e8,yes,0,7,新建历史补录StagedFile
3520纸机系统的清洁生产、节能降耗措施.pdf,68,"energy_carbon,papermaking",success,6e2db5be489611f18a1510ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,fad5d3e631024c6791d2badeabb7d4a2,yes,0,8,新建历史补录StagedFile
3种不同酶(体系)降解木质素机制初探.pdf,69,pulping,success,cc368bca479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,391189b4bdf0493bb3a0bc0f3d9a2c2b,yes,0,7,新建历史补录StagedFile
3种丛生竹化学成分与纤维形态研究.pdf,70,pulping,success,b6e81f1842e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,0cc6bb910b5a45899e0a73edb4d80248,yes,0,7,新建历史补录StagedFile
3种填料对育果袋外袋纸性能的影响.pdf,71,modulation,success,750d5964492411f19c1c10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,ff63f49f4b3c4834ad5d9cbbec7731ec,yes,0,7,新建历史补录StagedFile
3种磨齿倾角的等距直齿磨盘的磨浆特性.pdf,72,"equipment_maintenance,pulping",success,c5cff54a46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,9a79a1178cbe424a8090598519e12fec,yes,0,8,新建历史补录StagedFile
3种非木材原料制备纳米纤维素及其膜性能的比较.pdf,73,pulping,success,fefe2800447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,3a02d56c9e434394949cf98cb7242810,yes,0,7,新建历史补录StagedFile
4-(1-甲基胍基)丁酸的合成及其在造纸杀菌上的应用.pdf,74,modulation,success,ff05880c447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,50fe0e2ed9b04a28a30d38f1f170c462,yes,0,7,新建历史补录StagedFile
400DS表面施胶剂的应用.pdf,75,modulation,success,ff2fc068447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,412e50e506834b3496c09704ddb7cb6d,yes,0,7,新建历史补录StagedFile
400t_d脱墨浆生产线工艺及设备.pdf,76,"equipment_maintenance,pulping",success,cca7dc94479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,c64e869a79ac4b07a3f72c4a3d676834,yes,0,8,新建历史补录StagedFile
420t_d废纸脱墨处理系统的生产工艺及运行.pdf,77,"equipment_maintenance,pulping",success,ccadc50a479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,f41a380e5d4641b8af75dc963e69088a,yes,0,8,新建历史补录StagedFile
4种书画用纸的纤维分析.pdf,78,quality_control,success,b6f26c7a42e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,cb0a651d9c6c40b1bf1e7d5ed75fcadd,yes,0,7,新建历史补录StagedFile
4种卷烟纸助剂的效果评价和分析.pdf,79,"modulation,quality_control",success,ff0ab58e447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,dfea206607ce462488a687663db52d0a,yes,0,8,新建历史补录StagedFile
4种天然纤维素在氢氧化钠_尿素_水体系中的溶解差异.pdf,80,pulping,success,b6fd8d3a42e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,d05b900623bf48c8b5779867a287c862,yes,0,7,新建历史补录StagedFile
4种杨木轴向成分特征及其KP-AQ法制浆性能研究.pdf,81,pulping,success,cc3cd084479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,801e36987ec84bf4a3661a9e76cfe5fe,yes,0,7,新建历史补录StagedFile
4种竹子化学成分与纤维形态.pdf,82,pulping,success,ff12259e447011f1ac8710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,075ec39e2dfe4471bfb1effb9a896ad0,yes,0,7,新建历史补录StagedFile
5280纸机生产高档静电复印原纸的工艺优化与实践.pdf,83,papermaking,success,0d4ec1623ed111f1a1a710ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,1b1a5f1b3f4846e89ae614f58f55b251,yes,0,7,新建历史补录StagedFile
5580_800浸泡式表面施胶机的设计及应用.pdf,84,"equipment_maintenance,modulation",success,c65813bc46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,6a23af63500f443b97687cd642772b6b,yes,0,8,新建历史补录StagedFile
⑤橡胶包覆层新品种—Strato系列.pdf,85,equipment_maintenance,success,6e33ae92489611f18a1510ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,2d2c7402797645c0ba9a75ba5fff1092,yes,0,7,新建历史补录StagedFile
5种高大禾草的纤维素和木质素含量的测定.pdf,86,"pulping,quality_control",success,b704bbaa42e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,72eeb1bbeb644e04ad062447af03058d,yes,0,8,新建历史补录StagedFile
606型锥形除渣器的改进.pdf,87,equipment_maintenance,success,c5ee441e46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,102752eb99ab4a3b94249394e2cc475c,yes,0,7,新建历史补录StagedFile
62″热磨机主轴及密封系统的设计.pdf,88,equipment_maintenance,success,efe2b4d4239c11f18d2a10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,b1c94cf766bd45f998440e3b4b3c6af7,yes,0,7,新建历史补录StagedFile
65g_m_sup_2__sup_棉签棒原纸生产工艺的探讨.pdf,89,papermaking,success,7514cb68492411f19c1c10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,9ef7539adadb433793c92a559d92097c,yes,0,7,新建历史补录StagedFile
690V变频器在造纸厂的应用.pdf,90,equipment_maintenance,success,c5f4dd7e46f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,5dd8c6d75a114dbb9bdf70a92b5d5f2c,yes,0,7,新建历史补录StagedFile
7种进口阔叶木硫酸盐法制浆性能评估.pdf,91,pulping,success,cc47816e479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,84ee879befda425aa926163dd5438806,yes,0,7,新建历史补录StagedFile
84溶液清除蓝黑墨水斑的效果及对纸张性能的影响实验分析.pdf,92,quality_control,success,b71b584242e411f1b0bf10ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,d75b588e63c24dea805ddcfcee4cd25e,yes,0,7,新建历史补录StagedFile
A_sub_P__sub_段处理对氧漂麦草浆性能的影响.pdf,93,pulping,success,cccef8ba479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,d04d8df88d454c19a4a5f51995e7ac3b,yes,0,7,新建历史补录StagedFile
AAA型聚合物表面活性剂的合成及在浮选脱墨中的应用.pdf,94,"modulation,pulping",success,ccdac26c479e11f19c9310ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,36f1b635d59544578d1ee99ca097dc14,yes,0,8,新建历史补录StagedFile
ABB推出新一代Weight xP横向执行机构_1.pdf,95,equipment_maintenance,success,c66f85a646f511f1a3b210ffe02ab235,d7c8bc4a239c11f1a06b10ffe02ab235,e7ffe3ef87c445569a87a4f404257c28,yes,0,7,新建历史补录StagedFile
